start,end,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3amplitudeLogRelF0_sma3nz
0 days 00:00:05.300000,0 days 00:00:05.320000,0.5095865,-13.182198,23.21676,0.026771955,-0.032584097,31.955933,0.027020983,1.7198569,2.4758031,-5.1285043,-3.4253128,419.46024,1137.753,-8.173041,1447.6904,-11.317742,2135.89,-6.537439
0 days 00:00:05.310000,0 days 00:00:05.330000,0.55809826,-9.269294,16.53484,-0.0020553346,-0.04312913,31.73786,0.014260049,1.8660412,2.2091534,-4.9897666,-5.880873,438.16727,1045.9414,-7.224978,1476.599,-8.895865,2130.904,-3.5851748
0 days 00:00:05.320000,0 days 00:00:05.340000,0.59109217,-7.20178,11.845071,-0.04145363,-0.042401876,31.54988,0.011329472,1.7055973,1.9253544,-1.3804213,-4.220717,445.16824,989.3447,-3.7242947,1446.2899,-6.775252,2143.6765,-0.88399935
0 days 00:00:05.330000,0 days 00:00:05.350000,0.63019556,-5.908085,7.9724503,-0.051941916,-0.03933384,31.393326,0.012781077,1.6480265,2.1760454,2.3347433,-3.1535122,443.55444,961.8732,-3.3833542,1432.5977,-3.8986862,2146.9824,2.104901
0 days 00:00:05.340000,0 days 00:00:05.360000,0.6487812,-4.0585117,4.504929,-0.03874798,-0.038641073,31.301727,0.006618308,1.7801762,2.6273923,4.9560056,-2.6289034,439.52505,982.0676,-0.19035387,1416.792,2.536547,2155.1738,7.3945556
0 days 00:00:05.350000,0 days 00:00:05.370000,0.63375044,-2.900058,2.6004455,-0.027023531,-0.033415344,31.249245,0.007600145,1.6292773,3.0660584,6.086411,-2.3823354,439.35376,987.1538,0.349895,1407.662,1.5398016,2159.0735,8.818642
0 days 00:00:05.360000,0 days 00:00:05.380000,0.6301518,-3.7701404,4.8194194,-0.039135378,-0.031048223,31.193014,0.0063040312,1.9210896,3.2763033,5.7476616,-2.3306916,442.1265,991.7762,1.1507306,1397.686,2.5128753,2144.6956,9.229083
0 days 00:00:05.370000,0 days 00:00:05.390000,0.6371277,-4.254782,6.7945538,-0.023952266,-0.028808096,31.105047,0.00408257,1.2478453,3.372514,4.713884,-2.7338846,441.34744,1000.00275,-1.8057833,1386.4473,-3.4970357,2132.532,5.6419854
0 days 00:00:05.380000,0 days 00:00:05.400000,0.66730744,-4.0201316,7.6194954,-0.02589597,-0.02911585,30.99347,0.0022738238,1.5562787,2.9474003,3.495538,-3.265974,441.3472,978.059,-2.5928192,1382.048,-4.021754,2130.8655,4.168693
0 days 00:00:05.390000,0 days 00:00:05.410000,0.66916496,-3.3625367,8.803718,-0.0129848635,-0.022946758,30.877848,0.002270736,0.7904517,1.6977129,2.8211634,-3.1227586,443.94394,993.50714,-3.3040981,1379.0698,-7.6525865,2135.8862,2.6398242
0 days 00:00:05.400000,0 days 00:00:05.420000,0.67011625,-3.3378913,10.211002,-0.01936122,-0.019624764,30.754364,0.0050961375,0.736609,-0.031820614,2.6985626,-1.9125671,448.392,991.835,-2.8497279,1396.1924,-7.719042,2133.811,1.7614018
0 days 00:00:05.410000,0 days 00:00:05.430000,0.664622,-3.6690083,10.468383,-0.031338602,-0.020951273,30.69058,0.0065563587,0.3618242,-1.0681195,2.8887818,-1.0095611,447.05917,998.07935,-68.55002,1406.7842,-71.96173,2144.3015,-65.951126
0 days 00:00:05.420000,0 days 00:00:05.440000,0.6607395,-2.90509,7.51533,-0.031624015,-0.022839623,0.0,0.0,0.0,0.0,0.0,0.0,438.35397,993.2275,-134.39632,1409.0908,-136.23302,2163.852,-133.40297
0 days 00:00:05.430000,0 days 00:00:05.450000,0.644943,-1.9559164,4.1813073,-0.022399552,-0.02323576,0.0,0.0,0.0,0.0,0.0,0.0,425.46475,1036.8073,-201.0,1392.5258,-201.0,2189.235,-201.0
0 days 00:00:05.440000,0 days 00:00:05.460000,0.5540312,-4.6154633,6.825699,-0.01605423,-0.029259225,0.0,0.0,0.0,0.0,0.0,0.0,435.03622,1101.0568,-138.09529,1454.4225,-139.33311,2220.424,-140.05836
0 days 00:00:05.450000,0 days 00:00:05.470000,0.44540465,-9.618442,12.869537,-0.014829631,-0.035855927,12.864021,0.0,0.0,-4.785366,10.712372,24.175426,549.45624,1177.8744,-77.4671,1595.6229,-78.205284,2477.5803,-83.522255
0 days 00:00:05.460000,0 days 00:00:05.480000,0.32695866,-15.515561,21.729155,-0.04167029,-0.03412289,12.849523,0.0,0.0,-5.4027367,9.263375,25.625961,598.5847,1308.1981,-12.722438,1689.9049,-16.672064,2748.802,-25.181269
0 days 00:00:05.470000,0 days 00:00:05.490000,0.3062519,-15.292201,21.877724,-0.04909429,-0.025672384,12.850541,0.0,0.94616365,-5.7206764,7.1525,27.351313,572.3232,1358.6923,-10.9687,1635.8477,-15.410169,2742.8389,-23.764425
0 days 00:00:05.480000,0 days 00:00:05.500000,0.29994032,-14.281283,20.55033,-0.05926792,-0.015087782,13.102631,0.0,0.94616365,-6.39682,10.017247,27.02041,427.44156,1437.2964,-8.176508,1505.8369,-12.197171,2501.72,-19.128107
0 days 00:00:05.490000,0 days 00:00:05.510000,0.32907748,-13.753507,18.528528,-0.05011161,-0.018309096,13.312871,0.0,0.94616365,-6.08968,11.77985,27.49307,407.34656,1374.1842,-4.984861,1503.7919,-13.224566,2106.6807,-17.400007
0 days 00:00:05.500000,0 days 00:00:05.520000,0.36005226,-14.953979,23.129158,-0.032273248,-0.019815218,13.317996,0.0,0.94616365,-5.3127446,13.126332,30.687408,413.70798,1340.707,-4.000229,1449.6625,-11.103547,2119.8955,-20.362
0 days 00:00:05.510000,0 days 00:00:05.530000,0.3816731,-15.074158,27.773666,-0.027849229,-0.025866473,13.2850685,0.0,0.94616365,-4.787508,15.043691,31.315332,439.42932,1270.3551,-1.9793068,1387.9531,-11.831676,2214.904,-22.425613
0 days 00:00:05.520000,0 days 00:00:05.540000,0.3918425,-14.210518,30.147959,-0.013517045,-0.025421211,13.2450285,0.0,0.94616365,-4.2543445,16.254011,31.644098,415.05203,1262.5004,-4.6763816,1253.4441,-9.227305,2347.428,-23.567926
0 days 00:00:05.530000,0 days 00:00:05.550000,0.36697277,-15.833798,31.03414,-0.020315185,-0.029161662,13.234267,0.0,0.6901582,-4.01188,14.904136,31.732862,574.8169,1345.1444,-4.167688,1570.1793,-13.970569,2649.5886,-23.550734
0 days 00:00:05.540000,0 days 00:00:05.560000,0.3584228,-16.868155,28.494537,-0.015421008,-0.036127362,13.095909,0.07979025,1.5052252,-3.7641366,12.807872,32.205647,600.14496,1435.8594,-4.7605453,1515.2289,-14.783383,2586.102,-22.110334
0 days 00:00:05.550000,0 days 00:00:05.570000,0.3271987,-18.173948,27.325811,-0.029179566,-0.034359332,13.54095,0.07979025,2.320292,-3.8133485,12.949097,34.65099,713.0108,1389.6652,-7.258879,1752.5547,-19.987614,2846.4456,-24.114218
0 days 00:00:05.560000,0 days 00:00:05.580000,0.30686355,-18.74986,27.506912,-0.0430285,-0.029785773,14.1594,0.0,3.3913643,-3.6695461,14.622373,35.21854,759.2669,1368.423,-13.948361,1733.2324,-21.069025,2927.4014,-24.739923
0 days 00:00:05.570000,0 days 00:00:05.590000,0.28618,-20.205479,31.467485,-0.054299664,-0.016960433,17.792788,0.0,3.3913643,-3.5053375,13.650632,31.048883,676.4665,1446.6045,-16.595114,1775.814,-27.737473,2912.75,-29.707916
0 days 00:00:05.580000,0 days 00:00:05.600000,0.2948022,-21.12546,33.439335,-0.07009175,-0.014234718,20.758728,0.8825146,0.0,-3.6972313,10.941487,25.59005,818.99335,1497.7847,-22.790321,1803.4974,-29.667536,2811.9187,-31.40595
0 days 00:00:05.590000,0 days 00:00:05.610000,0.32627037,-20.97668,32.494934,-0.082099535,-0.01052006,20.168915,0.88251466,0.0,-4.648354,72.761024,23.750795,900.21436,1386.1758,-23.43325,1844.5029,-30.284462,2781.835,-30.70164
0 days 00:00:05.600000,0 days 00:00:05.620000,0.36189032,-19.648956,28.564096,-0.078004204,-0.017956398,17.223598,0.88251466,0.0,-5.6084228,75.017975,28.697296,952.9941,1151.0697,-20.915081,1912.7067,-26.256128,2844.4202,-27.745737
0 days 00:00:05.610000,0 days 00:00:05.630000,0.38747582,-17.968828,24.978975,-0.05934143,-0.019043364,13.789742,0.88251466,0.0,-5.873178,78.88972,32.751934,678.41705,1158.6425,-11.814414,1674.8536,-19.83668,2773.6199,-23.081953
0 days 00:00:05.620000,0 days 00:00:05.640000,0.39255026,-16.909986,22.860321,-0.0400663,-0.022826148,13.602814,0.88251466,0.0,-6.095652,17.663033,33.894176,354.80466,1259.1744,-4.4978023,1361.9261,-17.384861,2458.2644,-23.392593
0 days 00:00:05.630000,0 days 00:00:05.650000,0.39424992,-15.358505,21.368116,-0.035928976,-0.0237957,12.954789,0.88251466,0.0,-5.481785,79.17185,32.81612,347.3983,1297.9652,-5.657823,1360.142,-19.08549,2590.1438,-24.008833
0 days 00:00:05.640000,0 days 00:00:05.660000,0.38709855,-14.411812,20.988749,-0.029851042,-0.022124983,12.921647,0.88251466,0.0,-4.56088,139.77332,32.986095,349.2328,1217.7152,-7.9763665,1391.271,-23.486506,2603.8909,-27.04046
0 days 00:00:05.650000,0 days 00:00:05.670000,0.36301693,-15.23598,21.821314,-0.037201393,-0.02422378,13.1009035,0.88251466,0.0,-4.3660064,201.0,33.015717,385.13416,1211.9487,-74.11233,1480.597,-84.54653,2725.987,-86.22211
0 days 00:00:05.660000,0 days 00:00:05.680000,0.3297176,-17.07031,24.053062,-0.03930829,-0.023018576,13.001827,0.73822874,0.0,-6.2015014,0.0,0.0,378.09885,1303.0023,-137.67218,1484.8378,-143.00566,2596.5046,-144.14299
0 days 00:00:05.670000,0 days 00:00:05.690000,0.30070475,-19.89238,26.643417,-0.05970761,-0.02261543,17.117592,0.7102418,1.0834489,-6.1396465,0.0,0.0,357.22653,1517.6942,-139.05904,1422.9869,-141.39888,2527.1477,-142.18784
0 days 00:00:05.680000,0 days 00:00:05.700000,0.29998264,-17.095339,24.296179,-0.060454387,-0.018175708,21.359642,0.46985078,1.4641393,-4.6036296,2.8207846,14.710474,335.4448,1508.4126,-75.20734,1369.4609,-78.21734,2396.4863,-83.1338
0 days 00:00:05.690000,0 days 00:00:05.710000,0.36227712,-14.160335,19.909067,-0.06914174,-0.015704634,26.186447,0.3348805,1.4691697,-1.9011611,1.9760262,13.681056,423.73123,1712.6388,-9.411786,1525.3041,-14.742982,2556.5706,-23.33661
0 days 00:00:05.700000,0 days 00:00:05.720000,0.46334723,-11.118014,17.75986,-0.0565609,-0.02466943,26.524487,0.10304375,1.2664584,-1.508805,0.2704568,13.134793,458.92203,1423.1967,-71.35275,1597.0717,-74.3441,2644.3503,-82.14877
0 days 00:00:05.710000,0 days 00:00:05.730000,0.60046196,-9.953177,17.351183,-0.044423353,-0.029853337,0.0,0.0,0.0,0.0,0.0,0.0,492.8939,1278.7665,-135.20445,1600.7231,-137.52563,2735.3604,-141.20282
0 days 00:00:05.720000,0 days 00:00:05.740000,0.714299,-8.020509,17.496607,-0.023674794,-0.03291742,0.0,0.0,0.0,0.0,0.0,0.0,430.4016,877.5218,-201.0,1449.06,-201.0,2564.7341,-201.0
0 days 00:00:05.730000,0 days 00:00:05.750000,0.7795338,-4.2030816,14.619133,-0.01895183,-0.02162277,0.0,0.0,0.0,0.0,0.0,0.0,452.13586,861.4421,-201.0,1438.8677,-201.0,2501.5593,-201.0
0 days 00:00:05.740000,0 days 00:00:05.760000,0.80411744,-3.6595395,13.630229,-0.028301796,-0.018901145,0.0,0.0,0.0,0.0,0.0,0.0,462.71786,843.18646,-201.0,1438.6827,-201.0,2430.2773,-201.0
0 days 00:00:05.750000,0 days 00:00:05.770000,0.78849286,-3.499066,14.40438,-0.030129159,-0.014009722,0.0,0.0,0.0,0.0,0.0,0.0,479.57578,865.70264,-139.56117,1450.4374,-136.90929,2435.113,-141.51869
0 days 00:00:05.760000,0 days 00:00:05.780000,0.7559297,-4.6551476,16.23047,-0.03304999,-0.01640811,25.558422,0.0,0.0,-2.311399,-6.196627,6.684599,475.5802,858.1274,-80.71566,1444.0912,-74.11995,2426.421,-82.38525
0 days 00:00:05.770000,0 days 00:00:05.790000,0.7010005,-4.983628,17.663385,-0.027325748,-0.015703004,25.892748,0.0,0.0,-2.7094593,-5.9398513,5.585552,478.33475,896.6884,-18.305775,1429.5859,-11.470882,2412.5571,-22.913279
0 days 00:00:05.780000,0 days 00:00:05.800000,0.6316804,-6.7648873,18.76864,-0.045829985,-0.0124619305,21.922747,0.0,0.0,-3.5752962,3.190334,10.36036,479.79642,883.4383,-11.230268,1420.7637,-7.931114,2433.3298,-17.908613
0 days 00:00:05.790000,0 days 00:00:05.810000,0.6084327,-7.228925,18.173756,-0.052838594,-0.008245542,17.712141,0.0,2.4372728,-4.698206,9.772672,15.540993,487.2421,894.8676,-4.756717,1425.7533,-7.400349,2410.8176,-15.15707
0 days 00:00:05.800000,0 days 00:00:05.820000,0.5689301,-7.3597474,18.101019,-0.050145786,-0.008386679,13.293536,0.0,2.4372728,-5.542663,14.915504,22.991364,477.90564,874.8077,-3.0370991,1421.7588,-8.115971,2425.5632,-14.737712
0 days 00:00:05.810000,0 days 00:00:05.830000,0.55140716,-8.241704,18.274258,-0.0317898,-0.012609703,13.654518,0.0,2.4372728,-5.257922,11.139987,24.308113,474.37668,915.91876,-7.896608,1426.0933,-16.10805,2403.5403,-19.45882
0 days 00:00:05.820000,0 days 00:00:05.840000,0.49667266,-12.220536,21.26327,-0.034123264,-0.022339718,14.062173,0.0,2.4372728,-5.0961013,11.609295,25.529898,478.28732,1029.0651,-8.346853,1461.0015,-16.118837,2567.1272,-20.069191
0 days 00:00:05.830000,0 days 00:00:05.850000,0.45198473,-14.112198,21.72882,-0.03622581,-0.022009999,14.082359,0.0,2.1938949,-4.394695,13.013541,25.67833,485.64636,1100.4835,-6.507606,1458.6031,-14.287732,2586.9517,-18.878874
0 days 00:00:05.840000,0 days 00:00:05.860000,0.44913828,-14.714681,22.126623,-0.04737876,-0.02694597,13.645328,0.02390283,1.950517,-4.1451454,76.15898,24.450552,482.19153,1102.277,-5.330067,1490.1451,-9.882776,2550.3845,-17.450325
0 days 00:00:05.850000,0 days 00:00:05.870000,0.47211418,-12.348289,19.661222,-0.038217872,-0.0255903,13.22504,0.0,1.707139,-4.0164094,79.06759,24.345932,457.19485,1015.84937,-7.3071156,1449.3497,-12.393218,2412.9722,-18.74311
0 days 00:00:05.860000,0 days 00:00:05.880000,0.5081991,-12.498548,22.15899,-0.032791924,-0.030363902,13.150435,0.0,1.9537746,-3.763519,82.348366,24.145514,461.3109,1025.9565,-7.5587544,1517.9126,-12.812865,2407.9255,-20.433641
0 days 00:00:05.870000,0 days 00:00:05.890000,0.55793023,-11.554448,21.747355,-0.041022893,-0.030034393,13.126202,0.09512535,2.2004101,-3.1323767,19.222519,24.63798,452.58755,951.8457,-8.171555,1505.6216,-13.220557,2438.3289,-21.651808
0 days 00:00:05.880000,0 days 00:00:05.900000,0.52620584,-13.443321,25.46758,-0.05040127,-0.028077694,13.12925,0.0,2.7402709,-3.4494731,78.89324,26.110224,471.8646,986.08594,-5.615757,1560.2733,-9.70748,2601.3767,-22.020647
0 days 00:00:05.890000,0 days 00:00:05.910000,0.4997878,-13.673131,25.68296,-0.058797285,-0.028507343,13.760901,0.0018209075,3.0334961,-4.9856496,74.984634,25.899183,471.18872,953.11475,-6.5910707,1551.8622,-9.3704,2737.7478,-20.897255
0 days 00:00:05.900000,0 days 00:00:05.920000,0.42952535,-13.991687,25.788582,-0.05011949,-0.028857717,13.814278,0.0018209075,3.3267212,-5.925297,74.78812,24.499384,482.67172,1035.0536,-7.1569734,1570.5011,-8.314595,2855.1145,-18.605324
0 days 00:00:05.910000,0 days 00:00:05.930000,0.41270426,-13.216487,24.432009,-0.043060675,-0.03180557,13.798321,0.0018209075,3.3267212,-5.5665703,11.53788,21.626663,519.9894,1155.8956,-6.627809,1611.9194,-8.016472,2900.781,-17.010073
0 days 00:00:05.920000,0 days 00:00:05.940000,0.3916833,-11.132846,19.067495,-0.02676057,-0.0253048,13.147283,0.0018209075,3.3267212,-4.1550965,11.314191,20.222237,515.2304,1179.3792,-7.966982,1603.4907,-6.9328823,2870.463,-15.952594
0 days 00:00:05.930000,0 days 00:00:05.950000,0.3951548,-10.282184,18.496996,-0.039372947,-0.027461186,13.126433,0.0018209075,3.3267212,-3.684234,12.020912,21.488771,540.2743,1190.8909,-5.0335517,1634.4531,-6.0935884,2894.9148,-15.410408
0 days 00:00:05.940000,0 days 00:00:05.960000,0.40273938,-9.555189,16.213387,-0.02672221,-0.029130345,13.277405,0.0018209075,3.3267212,-3.4486601,12.712972,21.76959,509.68262,1092.4406,-7.3284345,1634.1686,-8.538294,2499.1252,-14.453262
0 days 00:00:05.950000,0 days 00:00:05.970000,0.39884007,-11.562436,19.260004,-0.045361385,-0.03321607,13.13351,0.006932939,3.20613,-4.411106,14.136922,24.245321,508.49063,1070.017,-9.467719,1659.9762,-13.305324,2438.958,-17.908972
0 days 00:00:05.960000,0 days 00:00:05.980000,0.36026764,-14.130063,21.06366,-0.04162116,-0.028008232,12.983853,0.019629894,2.8863957,-7.389843,16.380613,24.421076,461.2396,1052.0415,-17.395079,1607.766,-22.953003,2329.6746,-23.462942
0 days 00:00:05.970000,0 days 00:00:05.990000,0.34612855,-15.373273,22.486776,-0.060165074,-0.02642397,12.75085,0.028534388,2.5666614,-9.240418,77.12915,26.4115,440.81894,1021.03937,-21.725561,1558.7494,-29.561583,2547.9314,-28.96829
0 days 00:00:05.980000,0 days 00:00:06,0.33916223,-17.35502,25.744186,-0.06992138,-0.02351675,12.809922,0.0,2.367518,-9.4466715,77.02611,25.946098,449.0201,1099.5372,-22.499023,1595.2982,-32.08539,2412.6675,-29.609838
0 days 00:00:05.990000,0 days 00:00:06.010000,0.33222166,-19.577501,27.98184,-0.085137606,-0.017900355,13.032384,0.0,2.367518,-7.606636,75.37801,24.707558,681.8492,1309.8501,-22.858782,1744.2272,-29.787529,2592.4949,-26.916899
0 days 00:00:06,0 days 00:00:06.020000,0.3462927,-20.954937,29.516365,-0.09084686,-0.017097158,13.078061,0.0,2.367518,-7.365305,12.852315,23.3059,657.4874,1328.4232,-22.003912,1746.6924,-27.092123,2675.9797,-24.26728
0 days 00:00:06.010000,0 days 00:00:06.030000,0.36985365,-19.54753,27.553564,-0.07172244,-0.01801044,13.293811,0.0,2.367518,-7.7744384,74.644615,19.872116,616.87,1285.0477,-19.488874,1682.6334,-25.768377,2921.1467,-19.643675
0 days 00:00:06.020000,0 days 00:00:06.040000,0.39802238,-15.559498,22.757273,-0.042069715,-0.022322819,13.170463,0.0,2.367518,-8.034633,136.66467,23.30005,386.66516,1057.9491,-15.032594,1561.7296,-25.297836,2776.3064,-21.96257
0 days 00:00:06.030000,0 days 00:00:06.050000,0.39897525,-13.834722,20.62266,-0.04467189,-0.018430935,13.202868,0.0,2.367518,-7.6143785,201.0,24.015139,365.92953,1298.5624,-12.494225,1526.6115,-25.229593,2751.3865,-21.85631
0 days 00:00:06.040000,0 days 00:00:06.060000,0.40544334,-14.4850235,20.472994,-0.057697374,-0.018355407,12.849996,0.0,2.367518,-7.9233947,138.16545,27.062521,369.40372,1306.5182,-12.151196,1549.4769,-24.3358,2706.4104,-24.30172
0 days 00:00:06.050000,0 days 00:00:06.070000,0.40198,-14.746587,20.554947,-0.06125666,-0.018294504,12.703401,0.0,2.367518,-8.855571,75.006874,26.274973,357.42984,1375.5695,-9.705776,1519.6461,-21.454947,2747.6062,-21.430756
0 days 00:00:06.060000,0 days 00:00:06.080000,0.39689234,-15.303035,21.80449,-0.062218428,-0.016791416,12.994073,0.0,2.367518,-8.625804,11.841606,28.33551,371.97705,1145.799,-8.049171,1533.6958,-19.514898,2715.4392,-21.912546
0 days 00:00:06.070000,0 days 00:00:06.090000,0.3892707,-14.745819,21.390984,-0.054801196,-0.015313275,13.539306,0.0,2.367518,-7.459568,12.392398,30.306305,361.00363,1108.9679,-8.4069395,1486.3842,-20.366407,2621.322,-23.294708
0 days 00:00:06.080000,0 days 00:00:06.100000,0.39055768,-15.799774,22.322023,-0.06419813,-0.013579335,13.745038,0.0,2.367518,-5.8823853,14.246853,31.642662,350.5474,1114.1006,-10.680181,1484.526,-23.527296,2566.9822,-26.542953
0 days 00:00:06.090000,0 days 00:00:06.110000,0.40372598,-15.222323,20.761017,-0.049339086,-0.019326406,13.659392,0.0,2.367518,-4.999601,17.230167,30.589716,354.32462,1142.4557,-12.725673,1482.2051,-25.782265,2595.6072,-27.461777
0 days 00:00:06.100000,0 days 00:00:06.120000,0.41291758,-15.483928,20.27984,-0.059839606,-0.02440632,13.629664,0.0,2.367518,-4.4086566,19.31056,29.828558,372.43857,1131.2997,-14.461469,1531.9335,-27.144457,2684.7002,-28.890884
0 days 00:00:06.110000,0 days 00:00:06.130000,0.41269955,-15.272508,21.194328,-0.057027075,-0.02103323,13.304012,0.0,1.6321564,-4.5114474,18.182741,29.729897,363.00916,1203.1583,-16.3657,1508.8239,-29.117615,2702.7146,-30.214659
0 days 00:00:06.120000,0 days 00:00:06.140000,0.4144,-15.767857,22.547617,-0.06283981,-0.016286632,12.821553,0.08055395,0.8967948,-8.6102915,14.663566,30.750383,365.15598,1183.0094,-17.741598,1510.3413,-29.716957,2671.9207,-31.70358
0 days 00:00:06.130000,0 days 00:00:06.150000,0.39603314,-16.189823,23.71403,-0.04413821,-0.010604507,12.545325,0.0,0.16143319,-13.228427,10.681763,31.188715,347.74576,1197.7896,-14.817482,1460.627,-28.064554,2598.9333,-30.19042
0 days 00:00:06.140000,0 days 00:00:06.160000,0.36857593,-17.564507,25.110647,-0.060808342,-0.016302818,12.763238,0.0,0.16143319,-12.783047,9.521516,30.218924,355.84262,1133.091,-11.394962,1483.1012,-24.034388,2573.1653,-27.96878
0 days 00:00:06.150000,0 days 00:00:06.170000,0.32021728,-17.754639,25.99582,-0.07257404,-0.017103842,13.059093,0.0,0.16143319,-7.1792545,10.561567,30.611673,370.48203,1097.0509,-11.986249,1485.7494,-22.43586,2648.9373,-27.46821
0 days 00:00:06.160000,0 days 00:00:06.180000,0.28662682,-18.807217,27.871689,-0.089816295,-0.019360365,13.0462885,0.0,0.15974408,-1.4220241,12.59862,31.877924,376.20352,1133.1046,-17.01861,1505.1079,-24.02992,2708.083,-29.747673
0 days 00:00:06.170000,0 days 00:00:06.190000,0.2619698,-18.340487,27.828135,-0.07409663,-0.015900722,13.046817,0.070987016,0.15805498,-1.156972,14.621623,33.247807,581.4517,1356.626,-23.38144,1567.3574,-25.714401,2801.848,-31.63206
0 days 00:00:06.180000,0 days 00:00:06.200000,0.25474447,-19.485731,27.652018,-0.06543459,-0.01659922,12.944522,0.0,0.2828111,-3.0818713,77.2827,33.88239,553.9576,1438.5983,-19.701426,1570.8805,-26.364868,2756.291,-31.89694
0 days 00:00:06.190000,0 days 00:00:06.210000,0.24494028,-20.316336,27.03373,-0.07626533,-0.013991353,13.133641,0.027738152,0.40925634,-3.8211453,76.463745,33.14124,756.68036,1583.9171,-20.353682,1626.974,-24.16974,2803.3916,-30.459116
0 days 00:00:06.200000,0 days 00:00:06.220000,0.24124564,-19.762217,28.820036,-0.07752157,-0.015908875,13.294342,0.0,1.5959238,-3.1195984,74.3704,32.765568,720.71533,1460.4757,-18.703943,1625.8593,-23.30628,2812.4036,-29.380598
0 days 00:00:06.210000,0 days 00:00:06.230000,0.22385108,-18.895302,29.381979,-0.07021129,-0.015544363,13.402995,0.011841409,1.9531313,-2.0631363,10.902584,32.589924,745.5568,1461.5109,-20.231903,1619.3208,-23.491875,2862.9844,-29.392466
0 days 00:00:06.220000,0 days 00:00:06.240000,0.22232765,-16.874819,29.550516,-0.04808871,-0.016908241,13.4793215,0.011841409,2.3103392,-1.8600982,11.730782,32.914646,557.1639,1391.1403,-16.034706,1591.0957,-23.863184,2848.1082,-29.715414
0 days 00:00:06.230000,0 days 00:00:06.250000,0.2220331,-18.844841,28.783667,-0.05207281,-0.021862658,13.745727,0.0,1.2219038,-1.9036674,13.71165,33.468014,423.0184,1354.9237,-12.811717,1572.4523,-24.196238,2820.1858,-29.683563
0 days 00:00:06.240000,0 days 00:00:06.260000,0.22411686,-19.56154,28.723497,-0.06410264,-0.019705437,14.017319,0.031811558,0.83648276,-1.4983433,15.373333,34.816647,584.642,1314.4943,-15.550977,1669.8085,-23.58345,2876.913,-29.996443
0 days 00:00:06.250000,0 days 00:00:06.270000,0.22408845,-20.80622,28.690935,-0.06789885,-0.018509356,13.8144045,0.0,0.49358097,-0.6287036,15.146253,36.094765,628.98047,1526.4259,-16.679438,1682.8949,-23.87745,2929.8105,-30.907091
0 days 00:00:06.260000,0 days 00:00:06.280000,0.22182691,-21.260857,29.018652,-0.06888517,-0.014795699,13.491046,0.044231508,0.57090694,-0.29470062,14.120972,36.882717,778.7409,1518.3903,-19.24205,1741.8492,-23.951906,3013.9456,-31.408997
0 days 00:00:06.270000,0 days 00:00:06.290000,0.21883602,-20.417883,29.627502,-0.04055569,-0.017985715,13.32054,0.044231508,0.648233,-0.70344925,12.96202,35.613377,610.03766,1511.0731,-15.871905,1616.4292,-23.073832,2834.4998,-29.32186
0 days 00:00:06.280000,0 days 00:00:06.300000,0.21234281,-19.115961,29.43439,-0.03995743,-0.014389071,12.957856,0.0,0.861234,-1.3676953,12.6707945,32.40348,494.45483,1434.0565,-11.663829,1542.5409,-22.108366,2561.6584,-24.589935
0 days 00:00:06.290000,0 days 00:00:06.310000,0.20573853,-19.16115,30.815573,-0.026450379,-0.013882185,12.90569,0.024347791,1.0394284,-2.0312307,12.432649,29.059397,296.9689,1523.0604,-7.7327523,1422.774,-21.483948,2280.656,-20.32765
0 days 00:00:06.300000,0 days 00:00:06.320000,0.19992529,-18.87113,30.862566,-0.03486513,-0.010857348,13.363332,0.0,1.2176225,-2.2719083,75.397736,27.949183,460.65817,1806.9414,-9.366271,1500.9136,-20.82033,2459.297,-19.558985
0 days 00:00:06.310000,0 days 00:00:06.330000,0.19566633,-19.082506,29.640814,-0.0445382,-0.011295331,14.1019745,0.0,1.8122587,-4.2495427,106.58238,28.270782,713.3076,1697.0288,-75.13697,1571.7096,-80.85253,2689.7449,-80.5705
0 days 00:00:06.320000,0 days 00:00:06.340000,0.20171101,-19.115923,28.006983,-0.057533827,-0.01531886,15.807103,0.08681214,2.406895,-3.8644028,0.0,0.0,865.09375,1647.8638,-79.94486,1673.4462,-83.43936,2909.8086,-85.569954
0 days 00:00:06.330000,0 days 00:00:06.350000,0.21031684,-21.665825,28.571526,-0.07531258,-0.020825207,15.428223,0.08681214,3.0015314,-4.283788,8.708271,27.838947,765.7984,1532.8086,-75.934395,1677.8151,-82.32602,2853.9368,-84.65313
0 days 00:00:06.340000,0 days 00:00:06.360000,0.2092456,-22.707933,29.369802,-0.07427404,-0.0259303,15.219279,0.08681214,3.0015314,-2.9426277,9.285398,30.02111,725.8543,1541.2208,-13.629214,1697.681,-21.431097,2839.461,-24.946365
0 days 00:00:06.350000,0 days 00:00:06.370000,0.2063142,-21.515432,30.111498,-0.06444081,-0.019063016,13.721162,0.08681214,3.0015314,-4.8666015,11.2870865,33.90248,599.1077,1568.834,-8.90772,1618.32,-18.520472,2749.193,-22.364662
