,Loudness_sma3,Loudness_sma3,alphaRatio_sma3,alphaRatio_sma3,hammarbergIndex_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope0-500_sma3,slope500-1500_sma3,slope500-1500_sma3,F0semitoneFrom27.5Hz_sma3nz,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2frequency_sma3nz,F2amplitudeLogRelF0_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3frequency_sma3nz,F3amplitudeLogRelF0_sma3nz,F3amplitudeLogRelF0_sma3nz
,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other
12,0.2234631,0.26615953,-24.812033,-12.199288,36.134296,25.919638,-0.08144777,-0.058569442,-0.022280486,-0.008949536,19.367085,21.75488,0.0,0.5027763,0.0,4.621772,-3.2411091,1.2206311,8.107062,3.5779326,31.952944,19.004402,600.8062,962.56714,1654.5166,1626.7094,-23.860048,-28.344254,1714.8516,1744.6119,-35.851395,-26.544603,3068.7249,2931.4648,-43.594868,-33.555164
13,0.22891559,0.26168862,-26.090002,-16.887358,38.526184,29.163498,-0.077591605,-0.08784477,-0.020125369,-0.008062851,21.560911,21.936674,0.0,0.34443584,3.492291,3.6215842,-1.4632801,2.586242,6.051819,2.2187474,27.505053,21.17626,557.7817,1206.3561,1725.8519,1778.9733,-25.924606,-30.791216,1725.2438,1773.794,-36.757553,-27.882109,3089.9824,3315.8486,-43.755203,-37.991756
14,0.2466438,0.2691435,-27.241701,-17.84252,40.504955,30.820688,-0.07550833,-0.07776449,-0.021381425,-0.007831839,21.833448,21.921392,0.0,0.19390409,3.4922912,2.781295,-0.504697,2.5785809,10.2102995,3.8114805,26.883347,17.938917,589.02875,1166.9229,1621.1188,1416.0616,-24.29888,-27.651083,1813.7247,1768.5819,-35.740185,-26.672194,3089.4138,3138.3606,-42.044685,-34.02504
15,0.31197238,0.3072981,-26.288458,-19.391571,40.81268,33.91557,-0.07288123,-0.067256875,-0.019478783,-0.009053488,21.085428,22.336792,0.0,0.03957588,3.0439613,1.917181,0.038062412,1.112684,6.518911,3.724445,22.064436,13.698322,765.2702,1153.7723,1440.3385,1362.6287,-25.608698,-24.625206,1898.1294,1961.626,-34.707554,-27.070229,3107.09,3109.1648,-40.849266,-30.931694
16,0.4153715,0.41053745,-22.872705,-17.682272,38.207073,32.226933,-0.08526793,-0.07131768,-0.010796248,-0.0023925528,20.01354,19.783995,0.12608196,0.043588165,2.5956311,2.0532544,0.30720067,-0.49121526,5.364042,6.318321,21.765318,18.941309,963.0041,1136.5302,1118.2628,1138.4565,-29.150827,-21.622484,2017.5026,2233.9968,-35.313255,-27.00142,3116.8264,3179.4675,-41.92837,-28.765274
17,0.47651383,0.47079387,-21.411194,-17.002314,37.43092,29.815489,-0.116413735,-0.08888984,-0.009579272,-0.00037841967,19.159588,17.239698,0.12608196,0.17189866,2.1473012,3.0565798,-0.6466182,-2.2351453,1.8005174,6.165302,21.968813,25.185476,933.05273,1181.3083,1053.5607,1038.7062,-27.84368,-18.042116,1949.7025,2240.7627,-35.375202,-20.797035,3111.089,3121.4297,-42.904705,-26.441843
18,0.4391329,0.44475862,-24.083387,-17.24052,39.852413,29.366125,-0.1286485,-0.08926463,-0.013335708,-0.0006518483,19.411196,14.349275,0.12041134,0.30400562,2.9113562,4.08373,-1.1597221,-5.4604974,4.683428,6.613872,26.975403,30.621878,889.18024,849.1368,1069.7018,1350.7368,-27.187422,-12.207124,1922.1278,1828.8497,-34.41029,-17.756376,3068.469,2827.6375,-43.536884,-24.465746
19,0.3356894,0.3439119,-26.483818,-18.100275,40.46842,31.114159,-0.12117333,-0.07019477,-0.02166573,-0.008473104,20.415548,14.299275,0.11474071,0.43611255,3.6754112,5.1108804,-0.51963586,-7.1238594,5.2842193,1.4382938,25.791285,26.925652,802.28564,599.32855,1552.7954,1413.8424,-23.140524,-9.436707,1790.6664,1508.5634,-33.01945,-14.513302,3042.8694,2531.8025,-41.666378,-23.827454
20,0.26768157,0.298517,-26.93342,-16.744421,40.4398,28.453005,-0.082303464,-0.057607237,-0.022078099,-0.010409653,20.930914,14.005704,0.109070085,0.43611255,4.4394665,5.1108804,1.2159754,-6.6838,6.3542504,-0.36436105,25.307154,25.498709,560.74506,588.16095,1869.5736,1454.6488,-18.823072,-11.985664,1663.305,1593.3691,-31.371256,-16.560337,2973.0476,2689.579,-39.03789,-25.526766
21,0.24131137,0.28306797,-25.435858,-15.662441,38.220936,27.017694,-0.07528272,-0.05761674,-0.018706018,-0.013360046,20.443762,13.5785265,0.07963588,0.43611255,4.3356605,5.1108804,1.7314162,-3.4331481,4.8655763,2.0273526,26.23588,24.260986,427.1572,635.499,1944.2594,1355.5094,-12.689942,-12.357017,1562.6891,1617.1683,-29.009573,-13.256092,2906.6902,2637.137,-36.168396,-22.087015
22,0.23805012,0.27436766,-26.065125,-15.591395,38.576496,27.968412,-0.0665613,-0.06487716,-0.020499961,-0.00944599,17.917387,13.548164,0.050201673,0.43611255,4.231854,5.1108804,-0.23035367,-1.0458843,3.557618,7.004959,27.377424,27.954382,345.39868,620.59625,1598.3018,1453.15,-7.984812,-9.739797,1575.9159,1601.0787,-25.756233,-12.235367,2644.2903,2828.511,-32.08711,-22.402563
23,0.22456884,0.24611299,-28.791008,-18.701683,40.383408,34.50359,-0.08282138,-0.07277942,-0.020309858,-0.012224402,15.741807,13.617513,0.020767467,0.3139018,4.1280475,3.9928186,-2.369674,-0.6027925,4.062716,9.557932,30.672089,26.514484,392.28,375.61768,1503.9551,1473.5153,-8.231326,-70.23371,1571.5333,1483.564,-24.728804,-74.92951,2590.1584,2791.9365,-32.70138,-80.01635
24,0.21943836,0.23717374,-30.02255,-20.648478,43.236195,39.18611,-0.08401534,-0.07156334,-0.017268555,-0.011680215,13.675505,13.468373,0.020767467,0.25279644,4.1280475,2.8747566,-4.1345153,-1.8938576,4.652427,0.0,31.175201,0.0,726.67163,379.3273,1506.4702,1452.8802,-72.62721,-135.17235,1976.2308,1491.2836,-83.33652,-138.49168,2966.7507,3075.92,-88.174286,-142.64946
25,0.20331676,0.2287256,-26.789751,-21.64277,40.34754,39.266155,-0.07773965,-0.07447756,-0.0176324,-0.013824281,0.0,13.337009,,,0.0,1.7566946,0.0,-2.9970727,,,,,737.8667,383.8387,1569.0146,1420.3981,-137.55913,-201.0,1957.8741,1490.0585,-142.79361,-201.0,3173.1267,2949.8152,-146.39276,-201.0
26,0.1975845,0.22829933,-24.39343,-19.67741,37.76565,35.990574,-0.06546814,-0.07537321,-0.020998923,-0.015609984,,,,,,,,,,,,,849.83746,375.1664,1544.9917,1364.9899,-141.73589,-138.30443,2031.9761,1472.8158,-144.06325,-141.183,3300.622,2917.885,-147.07332,-144.83455
27,0.18833566,0.22186346,-22.126028,-17.597519,33.072598,32.190735,-0.051461503,-0.07951043,-0.024281636,-0.016416242,13.684043,13.374014,,,0.0,0.8913851,-0.78779393,-6.4226513,103.55995,10.989293,36.814598,35.826176,519.11115,562.66986,1428.3575,1338.3937,-80.198616,-80.76002,1615.486,1532.8783,-86.85937,-81.61837,2815.0261,2931.379,-92.760994,-89.509834
28,0.19093966,0.22474611,-24.192083,-16.105696,35.41531,30.04415,-0.0746635,-0.07311435,-0.019064745,-0.015704028,13.731987,13.419769,,,0.0,1.1168242,-1.3026026,-5.2015767,71.67309,10.575064,35.372234,35.139267,660.87305,689.8405,1351.6969,1524.882,-21.881638,-21.509123,1688.7728,1586.3594,-29.527132,-22.400076,2854.8616,3042.8708,-37.194946,-34.036278
29,0.1876901,0.21347643,-24.257568,-17.787058,36.49931,30.490957,-0.08321038,-0.08115073,-0.014797765,-0.010995532,13.877116,13.471115,0.0,0.18087927,2.9443617,1.3422632,-2.0804672,-4.0021,9.062831,10.334849,32.979717,32.671337,556.3846,1006.66504,1282.3525,1406.7365,-19.771727,-27.764448,1580.0834,1677.86,-29.882586,-24.33451,2693.6208,3026.4705,-34.859634,-34.04063
30,0.19390303,0.22382809,-27.227236,-20.371817,42.92149,34.613968,-0.10321126,-0.093073465,-0.0141692655,-0.0071248375,14.380879,13.515186,,,2.9443617,1.5677023,-5.0050397,-3.1204443,10.745461,10.528115,31.115555,29.328333,483.97498,804.7292,1560.952,1442.9532,-19.743935,-24.637762,1545.8607,1585.4741,-31.350998,-26.303574,2771.0276,2896.415,-33.15656,-33.282455
31,0.19832058,0.23133272,-26.696398,-23.864481,42.519497,38.502674,-0.09281394,-0.113536894,-0.013863173,-0.010622823,15.188462,13.788714,0.0,0.043432977,2.9443617,0.0,-6.4069753,-2.849512,8.425687,11.083267,27.623438,27.149323,297.07596,698.29004,1665.5747,1232.6742,-18.735373,-22.70076,1438.6548,1559.6246,-32.067966,-28.144043,2657.3372,2831.7578,-33.238346,-33.551304
32,0.23448877,0.30860767,-26.461405,-22.311548,39.571754,37.09332,-0.08569438,-0.09734235,-0.015481737,-0.014308006,15.191238,14.219989,0.0,0.034170657,3.2774878,3.1962018,-7.7624335,-2.3193462,5.5405507,11.589351,26.662804,26.092966,297.73032,367.6412,1570.598,1380.5018,-18.9739,-17.363235,1456.9901,1457.7001,-30.990744,-29.106112,2572.0547,2653.0266,-32.74335,-33.793407
33,0.25138494,0.3167543,-24.556208,-21.983976,35.71248,34.842396,-0.07333097,-0.08234913,-0.017089708,-0.014091381,14.965833,15.305312,0.027942536,0.061678585,3.6106138,2.2856243,-8.359496,-2.8949776,2.070013,10.236314,29.00013,25.088877,521.7116,367.40152,1466.1049,1352.1227,-21.43547,-16.483679,1612.8094,1463.2246,-29.169779,-29.97696,2697.497,2525.288,-33.672577,-33.74634
34,0.26143056,0.32500622,-23.759367,-20.359934,34.722668,32.56414,-0.06585109,-0.061929572,-0.014852957,-0.008797984,14.444832,14.862731,0.027942536,0.1050661,3.94374,1.8241051,-7.7438855,-3.658017,5.0787024,73.194115,35.26393,28.226614,657.7552,358.44882,1621.9673,1343.9005,-20.252897,-16.333328,1670.5674,1451.0181,-27.381117,-29.976908,2833.2207,2395.7136,-32.57333,-34.069775
35,0.23708569,0.26321205,-22.560616,-22.073126,33.736557,34.33154,-0.05436674,-0.06045793,-0.014496733,-0.008709145,14.682395,14.421901,0.027942536,0.14977613,3.94374,1.362586,-5.686537,-4.9209476,9.196412,73.51331,39.21594,31.937067,663.41144,538.799,1643.6002,1332.4581,-17.462358,-18.286041,1662.1644,1582.4269,-26.088524,-27.803617,2860.2253,2605.403,-30.571747,-34.764156
36,0.22358032,0.2613107,-23.60346,-21.200972,33.979748,34.231255,-0.056635946,-0.050796684,-0.01214224,-0.012990792,14.459783,13.554543,0.024228295,0.0,2.6981535,1.8116444,-2.9585543,-4.5728073,12.031824,74.801254,40.02483,35.277927,690.45807,871.305,1545.1176,1410.18,-76.56585,-21.534561,1689.7262,1705.3136,-83.64495,-26.226221,2809.4343,2881.8015,-85.65793,-35.074554
37,0.21325946,0.25370046,-25.787374,-21.073957,35.991222,34.535442,-0.07475983,-0.05745593,-0.01381899,-0.018038766,14.083032,13.922099,0.019890517,0.0,1.6780127,1.8116444,-2.3546417,-4.6184764,0.0,10.847501,0.0,32.29726,720.81415,1018.3642,1358.5748,1612.4816,-71.900185,-23.381056,1711.5162,1764.2881,-79.886505,-25.758688,2763.6863,3080.2278,-83.376305,-33.91968
38,0.2182803,0.2667898,-28.112732,-20.164846,38.24646,32.80702,-0.081703536,-0.057155978,-0.015781881,-0.019225469,13.63895,14.094113,0.015864508,0.0,0.6578717,1.9987459,-2.191724,-3.9270217,109.351776,8.536111,39.7809,27.628138,890.37085,843.97906,1430.8701,1599.2328,-73.43881,-20.722403,1874.0614,1617.6182,-78.18002,-28.400106,3027.4973,2869.5217,-83.8219,-33.149166
39,0.22177692,0.27207798,-25.936234,-20.797428,34.850117,32.852737,-0.07103961,-0.0720233,-0.019626262,-0.017491525,13.53835,13.838062,0.0,0.11323426,2.3468199,2.1858473,-1.6632959,-3.7523553,139.90118,8.577113,38.17473,26.728294,858.9112,842.7551,1782.932,1544.6627,-13.264328,-21.76149,1818.7184,1851.8857,-19.61318,-30.357147,3134.4968,2857.326,-26.648306,-32.79509
40,0.22116566,0.27474198,-21.671618,-20.634094,31.169836,31.400482,-0.03738772,-0.06433755,-0.017503949,-0.015281559,13.574155,13.755828,0.08357383,0.0,3.8103225,1.9666256,-1.5966648,-3.6808844,139.90118,11.472903,36.049633,27.595709,704.41815,692.8481,1733.5922,1317.0082,-15.402229,-18.47869,1673.9894,1809.7675,-24.823708,-30.617485,3021.3923,2711.92,-29.376755,-31.201515
41,0.21965699,0.27085042,-19.999746,-20.835419,29.614344,32.230343,-0.0403749,-0.06572753,-0.014939013,-0.011492569,13.71478,13.472789,0.0,0.10015677,4.504107,1.4266958,-3.6992311,-4.627952,139.48405,76.44904,35.42848,30.511429,538.2034,697.5998,1725.7416,1325.8297,-14.901071,-16.832476,1521.2422,1830.8392,-28.11405,-27.795336,2755.7793,2765.662,-31.801245,-28.158112
42,0.22142415,0.2688427,-19.590288,-20.376215,31.627375,29.340158,-0.041128237,-0.065884806,-0.013368231,-0.010760891,13.93647,13.199631,0.09182598,0.10015677,3.602542,0.886766,-12.3459635,-5.333348,75.6323,109.05578,34.99417,30.90596,570.64087,627.2102,1361.5281,1427.4633,-16.258455,-74.09552,1578.1406,1667.7733,-28.384224,-84.14043,2748.0264,2757.5671,-33.169342,-84.33174
43,0.22837037,0.28072062,-24.004328,-20.689783,33.96217,30.267395,-0.06480505,-0.0554672,-0.015024789,-0.010544513,14.267043,12.818606,0.09182598,0.0,2.7009773,0.7531596,-13.474358,-5.234579,9.892254,0.0,34.01448,0.0,837.72797,594.9687,1452.4713,1569.8916,-18.13196,-69.229256,1919.0342,1694.1396,-25.77656,-79.10674,3174.555,2802.097,-31.92878,-80.03112
44,0.23351495,0.29087874,-22.06832,-19.842855,31.499533,29.443771,-0.05561453,-0.030926572,-0.016658358,-0.0137662515,14.453172,12.96825,,,2.5691307,0.5287504,-13.258358,-4.4683456,6.6122866,10.768957,33.41684,27.61954,847.3369,591.5655,1449.3735,1555.9974,-81.02053,-68.93887,1961.5087,1659.3094,-83.14382,-77.93108,3096.1309,2747.489,-87.81726,-79.31395
45,0.25305548,0.31813884,-19.973677,-16.592697,27.32789,26.644758,-0.03650761,-0.0016619383,-0.017756166,-0.015070175,14.422948,13.308469,0.0,0.041373838,2.5691307,0.30434123,-6.4000688,-4.051335,0.0,10.956039,0.0,27.212961,778.2546,320.85403,1879.333,1514.6743,-139.83763,-6.4671936,1888.5176,1430.9567,-141.44049,-18.618727,3035.086,2493.25,-143.62276,-20.293598
46,0.25911283,0.3340256,-18.172012,-13.069691,26.896774,22.798172,-0.039486676,-0.006616496,-0.02016035,-0.016281832,14.293251,13.734176,0.0,0.044417787,2.5691307,0.96929646,-5.4136043,-3.8593264,0.0,12.020031,0.0,26.644503,684.56274,359.7319,1775.4473,1424.7086,-139.045,-11.822385,1728.1771,1390.1437,-140.93707,-22.30379,2775.0098,2363.4648,-141.37428,-23.614
47,0.26541314,0.34693304,-20.753523,-13.028895,29.17592,21.47391,-0.05783364,-0.02823589,-0.017256418,-0.009037283,14.003835,14.002173,0.0,0.045939762,2.3327758,1.8586607,-4.0757804,-3.6329365,20.463898,12.545154,32.30351,25.254889,658.37103,317.7675,1857.664,1543.1469,-77.01127,-13.070804,1717.1857,1367.2178,-81.65449,-22.965887,2884.7559,2359.6025,-83.57367,-23.920824
48,0.26446748,0.34853148,-22.182528,-14.262214,31.824118,23.456665,-0.07232879,-0.05141087,-0.011059637,-0.0106666265,13.576228,14.048459,0.02484569,0.0,2.0964205,2.1903188,-3.6862538,-4.1692376,19.577019,12.533217,31.937277,24.491936,729.56683,304.76242,1382.7955,1541.0985,-18.503105,-13.8796835,1799.5565,1385.2534,-24.392418,-22.725397,2880.6843,2339.5872,-26.647726,-24.217474
49,0.27371964,0.3598843,-20.611902,-15.018452,31.096283,24.635508,-0.053091615,-0.048836235,-0.0067611835,-0.006113061,13.047441,13.981582,0.0,0.016759511,1.7487718,1.921276,-4.1544633,-5.7150607,17.641891,12.407346,30.959421,22.516577,486.77844,529.8692,1505.2515,1385.2247,-16.813353,-15.068852,1590.6313,1620.291,-25.202866,-21.955582,2654.3484,2619.5745,-28.766031,-22.466486
50,0.27909213,0.38234508,-20.783937,-13.523124,33.233097,24.054398,-0.059890125,-0.05146395,-0.0061368025,-0.0096234055,12.724669,13.389426,0.044915356,0.016759511,2.0321262,1.6522328,-4.938164,-6.886954,12.806376,13.555168,30.296118,22.116539,483.37027,593.589,1538.9893,1229.8303,-15.958183,-14.647572,1544.0116,1670.1346,-24.589502,-20.51062,2715.497,2628.5605,-28.272722,-20.46309
51,0.29322293,0.4136108,-20.463531,-13.887698,31.770006,22.963526,-0.06624253,-0.060009062,-0.007616449,-0.005435221,12.55815,13.149661,0.044915356,0.0,2.3154802,1.9408959,-8.500255,-7.3993826,9.504283,14.685555,28.581957,21.11934,251.2342,566.80005,1729.0267,1296.628,-11.199526,-76.31037,1319.1315,1608.441,-20.972044,-80.06347,2463.828,2647.6365,-25.476923,-79.18679
52,0.29932642,0.42880693,-19.317745,-12.603913,29.725134,20.577486,-0.06614606,-0.06328928,-0.007190177,-0.0030126434,13.150723,0.0,,,2.5653853,0.0,-12.284766,0.0,10.705951,0.0,26.759272,0.0,305.23718,291.33902,1619.3029,1545.7692,0.0,-137.40683,1342.5262,1294.8881,-18.09205,-139.76697,2461.4768,2345.3745,-22.730185,-139.54771
53,0.3063458,0.45337248,-17.726507,-12.595969,26.705368,20.872412,-0.060361642,-0.049331497,-0.0067503895,-0.002261201,13.181428,0.0,0.009640712,0.0,2.4206421,0.0,-12.766509,0.0,11.615471,0.0,25.367634,0.0,304.39908,271.96017,1559.3993,1555.6475,-105.06608,-201.0,1357.5045,1281.5123,-77.988,-201.0,2414.094,2349.8418,-81.02411,-201.0
54,0.30617997,0.46926913,-15.746124,-10.991814,25.061523,20.209639,-0.046216298,-0.017581562,-0.007683385,-0.0040671886,13.575307,0.0,0.009847305,0.0,2.275899,0.0,-8.495687,0.0,,,,,358.04666,332.4811,1361.8136,1347.9757,-72.99255,-201.0,1366.892,1333.2754,-74.31406,-201.0,2457.4817,2351.3657,-77.50397,-201.0
55,0.3196621,0.4911954,-15.188873,-10.719487,24.101004,21.03987,-0.04778604,-0.014443826,-0.008097749,-0.0038070024,13.335449,0.0,0.008287276,0.0,1.8125685,0.0,-4.505462,0.0,14.55971,0.0,26.389301,0.0,589.3569,403.8085,1308.2653,1240.7766,-74.86034,-201.0,1587.9388,1329.3717,-74.09209,-201.0,2727.9104,2352.0654,-78.81007,-201.0
56,0.33539128,0.49837425,-12.176864,-10.237279,20.622322,19.374224,-0.041414622,-0.017911533,-0.004822654,-0.005211217,13.805305,0.0,0.0073006693,0.0,1.3492383,0.0,-4.2578588,0.0,14.289914,0.0,28.00139,0.0,818.03345,413.90884,1105.0785,1225.8138,-13.056619,-201.0,1756.5682,1327.915,-12.828606,-201.0,2873.757,2359.265,-20.786428,-201.0
57,0.33808932,0.49608007,-12.462285,-9.728867,21.619385,19.563835,-0.0556269,-0.02600886,0.0022063244,-0.001705138,13.776814,0.0,,,0.6946805,0.0,-6.308004,0.0,13.943314,0.0,30.713984,0.0,1052.0376,665.28076,1012.37994,1052.2269,-14.153954,-201.0,2014.6195,1648.1156,-14.726855,-201.0,3153.923,2663.9788,-24.642645,-201.0
58,0.33553168,0.49461183,-12.943726,-9.569673,22.443823,17.758827,-0.06739223,-0.035392616,0.004048675,0.0027986302,14.023637,0.0,0.0905427,0.0,0.5034532,0.0,-7.576313,0.0,12.721168,0.0,29.089472,0.0,1083.1895,894.05023,1061.6522,813.8818,-12.605057,-201.0,2007.2377,2027.793,-12.855189,-201.0,3106.4883,2967.2969,-22.782692,-201.0
59,0.3369657,0.48726025,-12.239559,-7.887277,22.106888,16.55156,-0.059391994,-0.034826763,0.0021039261,0.009032405,14.4398575,0.0,,,0.3122259,0.0,-7.04933,0.0,12.030427,0.0,25.392004,0.0,906.73004,1124.0463,1222.7799,742.3994,-9.177428,-201.0,1791.0404,2304.5662,-10.308397,-201.0,2805.382,3241.9382,-17.585852,-201.0
60,0.32994246,0.49131808,-11.47321,-7.656706,18.390762,14.92183,-0.058918715,-0.045931388,-0.0028391497,0.007747576,14.724838,0.0,,,0.3122259,0.0,-5.5058784,0.0,12.463787,0.0,26.119108,0.0,878.49854,874.32184,1382.234,1117.9572,-10.481111,-201.0,1699.7726,1955.7627,-10.701077,-201.0,2732.3582,2951.2383,-17.656597,-201.0
61,0.3389735,0.5041725,-12.044263,-7.82657,18.33325,15.66747,-0.053500563,-0.03604579,-0.002325776,0.0003088011,14.481383,0.0,,,0.3122259,0.0,-4.9037223,0.0,12.74466,0.0,27.227518,0.0,855.5747,641.3998,1325.8632,1368.3463,-12.647237,-201.0,1660.2809,1636.3988,-11.9147415,-201.0,2680.6907,2637.249,-18.87149,-201.0
