start,end,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
0 days 00:00:02.590000,0 days 00:00:02.610000,0.21561062,-4.695175,22.325449,-0.019669622,0.017800616,0.09253415,26.178398,-0.81047744,-9.495704,13.043091,0.0,0.0,0.0,0.0,0.0,0.0,432.30054,1159.4432,-201.0,1319.4474,919.9034,-201.0,2434.0586,775.1174,-201.0
0 days 00:00:02.600000,0 days 00:00:02.620000,0.19027631,-6.993471,23.684595,-0.014550504,0.018379947,0.08247415,24.056175,2.2921495,-6.290726,13.227341,0.0,0.0,0.0,0.0,0.0,0.0,430.89758,1219.3794,-201.0,1310.3286,935.62866,-201.0,2444.5808,829.5506,-201.0
0 days 00:00:02.610000,0 days 00:00:02.630000,0.1992632,-10.330298,23.805733,-0.030825147,0.013072174,0.06628855,22.580072,3.7264087,4.07554,12.607936,0.0,0.0,0.0,0.0,0.0,0.0,619.03156,1210.8578,-201.0,1542.251,1008.17487,-201.0,2575.6658,858.3059,-201.0
0 days 00:00:02.620000,0 days 00:00:02.640000,0.20511587,-10.731046,24.249084,-0.024477838,0.010720909,0.05931272,20.405993,3.9818153,5.4826837,9.066257,0.0,0.0,0.0,0.0,0.0,0.0,606.43207,1323.6581,-201.0,1524.278,1068.4493,-201.0,2564.1006,873.3257,-201.0
0 days 00:00:02.630000,0 days 00:00:02.650000,0.21056072,-11.207137,23.023458,-0.027729293,0.0056335963,0.058908116,20.16834,4.1124024,5.1448154,8.093816,0.0,0.0,0.0,0.0,0.0,0.0,606.43207,1360.2128,-201.0,1538.4183,1106.1049,-201.0,2580.3074,827.9958,-201.0
0 days 00:00:02.640000,0 days 00:00:02.660000,0.19284321,-11.744922,23.70286,-0.02938745,0.014154184,0.06099813,19.47228,6.9362335,4.0390997,13.5584,0.0,0.0,0.0,0.0,0.0,0.0,630.6316,1311.0653,-201.0,1567.5303,1339.5961,-201.0,2491.2761,878.85345,-201.0
0 days 00:00:02.650000,0 days 00:00:02.670000,0.18563144,-12.990535,23.950125,-0.029092977,0.015850397,0.05594245,18.459335,9.405988,5.3159795,16.667242,0.0,0.0,0.0,0.0,0.0,0.0,641.5127,1208.0674,-201.0,1617.7018,1303.9816,-201.0,2459.1736,993.679,-201.0
0 days 00:00:02.660000,0 days 00:00:02.680000,0.18871574,-12.676982,22.63443,-0.024563424,0.015283495,0.0603759,13.476864,14.88427,2.3638134,19.088594,0.0,0.0,0.0,0.0,0.0,0.0,644.85815,1196.017,-201.0,1618.0758,1340.8578,-201.0,2397.3757,1077.6411,-201.0
0 days 00:00:02.670000,0 days 00:00:02.690000,0.2012199,-13.259156,21.320555,-0.018983563,0.0023896315,0.053106636,8.526836,24.605745,-7.0483036,18.634054,0.0,0.0,0.0,0.0,0.0,0.0,421.90015,1373.7863,-201.0,1359.584,1181.0289,-201.0,2272.9275,1166.2294,-201.0
0 days 00:00:02.680000,0 days 00:00:02.700000,0.2230786,-13.319499,20.467321,-0.02122643,-0.0040833685,0.055640817,2.372577,33.05139,-12.976714,18.090647,0.0,0.0,0.0,0.0,0.0,0.0,436.43796,1344.2653,-201.0,1402.8004,1176.4869,-201.0,2392.658,1037.9482,-201.0
0 days 00:00:02.690000,0 days 00:00:02.710000,0.23552828,-13.430374,19.613417,-0.022511592,-0.0031672104,0.052248273,-1.4054161,38.185486,-13.007833,18.503983,0.0,0.0,0.0,0.0,0.0,0.0,423.10303,1355.7985,-201.0,1430.8788,1128.4731,-201.0,2432.2644,1083.5409,-201.0
0 days 00:00:02.700000,0 days 00:00:02.720000,0.24138491,-11.223507,16.888216,-0.013796565,-0.0015323256,0.057085037,-2.9716556,37.20701,-10.456621,15.424083,0.0,0.0,0.0,0.0,0.0,0.0,410.62314,1269.938,-201.0,1439.2758,993.3967,-201.0,2445.866,1013.09674,-201.0
0 days 00:00:02.710000,0 days 00:00:02.730000,0.23197906,-10.272746,15.46486,-0.017681604,0.008023093,0.057626147,-3.4588444,37.40195,-6.767963,18.32738,0.0,0.0,0.0,0.0,0.0,0.0,732.2369,1247.3545,-201.0,1841.9838,925.69586,-201.0,2750.1414,1677.6318,-201.0
0 days 00:00:02.720000,0 days 00:00:02.740000,0.22778289,-11.201924,16.75688,-0.020520478,0.009190015,0.051214013,-2.9388206,38.35124,-3.6417496,20.448301,0.0,0.0,0.0,0.0,0.0,0.0,867.6292,1479.7714,-201.0,1962.6816,924.1482,-201.0,2906.0098,1623.9224,-201.0
0 days 00:00:02.730000,0 days 00:00:02.750000,0.22437383,-12.737325,17.991468,-0.033879057,0.009722676,0.047295425,-3.0630343,39.65448,1.6267204,22.19661,0.0,0.0,0.0,0.0,0.0,0.0,865.1401,1440.6493,-201.0,1991.1578,848.11566,-201.0,2975.8474,1471.2667,-201.0
0 days 00:00:02.740000,0 days 00:00:02.760000,0.21909873,-10.7398405,15.969746,-0.025910668,0.0042280965,0.043626588,-3.6253235,37.216763,1.537615,19.417658,0.0,0.0,0.0,0.0,0.0,0.0,569.5302,1792.9027,-201.0,1598.4843,847.15656,-201.0,2725.4182,696.5345,-201.0
0 days 00:00:02.750000,0 days 00:00:02.770000,0.20049562,-10.788569,16.955807,-0.02803214,0.0008550466,0.045644138,-1.8143541,33.047386,0.92607665,16.210648,0.0,0.0,0.0,0.0,0.0,0.0,445.70972,1509.7936,-201.0,1499.5616,762.1447,-201.0,2661.5671,632.9362,-201.0
0 days 00:00:02.760000,0 days 00:00:02.780000,0.19285248,-13.533516,21.484491,-0.023898458,-0.0048966184,0.07256024,6.324268,29.426401,1.0112953,15.082623,0.0,0.0,0.0,0.0,0.0,0.0,485.62845,1642.1177,-132.87535,1639.9395,1005.3701,-139.25615,2800.2305,808.9671,-141.61705
0 days 00:00:02.770000,0 days 00:00:02.790000,0.19217072,-17.016602,26.410032,-0.025686169,-0.01104658,0.07874932,16.058558,24.146036,3.7608716,14.269206,22.799974,0.0,0.0,3.1678817,14.131802,31.497257,422.14853,1421.7642,-67.70352,1636.8661,1039.7152,-77.47668,2818.1758,1168.1243,-81.643074
0 days 00:00:02.780000,0 days 00:00:02.800000,0.20682342,-19.73436,29.239206,-0.012209619,-0.014603916,0.08970412,25.637342,21.99544,7.186892,15.85244,26.671082,0.0,0.0,4.0503106,17.389894,29.593292,393.4713,1442.9349,-2.2522457,1640.806,1087.4092,-19.964846,2763.4075,1203.489,-24.78692
0 days 00:00:02.790000,0 days 00:00:02.810000,0.20927255,-19.324606,28.307693,-0.0075079403,-0.0067876163,0.059942957,28.533678,17.183626,9.325269,18.899097,30.471954,0.0,2.0403605,5.120899,18.459574,27.50888,358.1951,1292.2089,-4.298461,1484.394,865.5874,-23.6446,2602.3972,1037.4943,-26.539373
0 days 00:00:02.800000,0 days 00:00:02.820000,0.2144798,-20.311338,28.51285,0.004347079,0.0003643174,0.06503268,30.422813,15.663593,14.672807,20.969807,34.224678,0.049489435,2.0719004,5.5332417,18.233498,26.305197,364.17465,1185.1211,-2.9694793,1435.2379,833.1503,-27.555908,2476.3567,725.3584,-29.274675
0 days 00:00:02.810000,0 days 00:00:02.830000,0.2157169,-19.898455,25.940102,0.0003032228,-0.0011377878,0.058805864,30.21113,14.577107,19.768242,17.463741,34.042027,0.047420654,2.2764041,5.116829,15.377933,26.730833,360.84143,1205.2737,-2.0227115,1411.7402,867.69147,-28.725508,2436.2686,668.9043,-28.753542
0 days 00:00:02.820000,0 days 00:00:02.840000,0.22104247,-20.80762,25.875618,-0.0053068814,-0.009845755,0.07732779,31.253057,15.198031,23.379244,14.426845,33.868374,0.034453887,1.5902566,4.374947,15.341609,27.65448,359.5419,1169.6776,-1.9968067,1413.82,827.29047,-31.926336,2441.6829,582.2574,-29.651285
0 days 00:00:02.830000,0 days 00:00:02.850000,0.21239091,-21.540842,25.764359,-0.018687002,-0.011588872,0.07010202,31.524294,16.290369,23.58946,11.102162,33.778687,0.033507753,1.3178948,4.078382,15.4495735,27.588493,353.52768,1219.2888,-68.49762,1417.5192,893.0373,-89.794495,2441.8152,584.2032,-86.88995
0 days 00:00:02.840000,0 days 00:00:02.860000,0.19816285,-23.500229,28.523394,-0.015556793,-0.008813526,0.06738694,32.978027,18.373388,22.179499,11.210239,0.0,0.0,0.0,0.0,0.0,0.0,376.45145,1213.0927,-134.89566,1477.5809,962.8594,-146.13672,2519.6716,678.58795,-144.26723
0 days 00:00:02.850000,0 days 00:00:02.870000,0.17727388,-24.632246,29.986822,-0.0152932415,-0.0032667425,0.064769275,32.530403,20.61775,20.623825,11.424907,0.0,0.0,0.0,0.0,0.0,0.0,384.43945,1343.212,-201.0,1494.8721,1178.3267,-201.0,2540.917,771.9046,-201.0
0 days 00:00:02.860000,0 days 00:00:02.880000,0.16416037,-23.706549,30.89565,-0.0146788275,-0.0012678616,0.0717156,31.322512,20.017233,17.39409,13.224467,0.0,0.0,0.0,0.0,0.0,0.0,389.71118,1346.2987,-201.0,1489.6578,1179.3899,-201.0,2525.9504,837.2324,-201.0
0 days 00:00:02.870000,0 days 00:00:02.890000,0.16549383,-19.659935,28.038118,-0.0048258877,0.0045364336,0.07894994,28.220787,15.206841,15.965278,16.082138,0.0,0.0,0.0,0.0,0.0,0.0,365.84152,1407.6049,-131.54437,1391.8273,1145.083,-141.82726,2436.763,837.2371,-138.42645
0 days 00:00:02.880000,0 days 00:00:02.900000,0.20411481,-16.193808,22.73295,0.003955465,0.0020708777,0.09091962,25.572142,10.782555,19.467756,12.070899,33.587578,0.0,0.0,7.1633883,8.354501,23.835665,379.84482,1352.3065,-61.791245,1467.441,917.1303,-82.812645,2525.0557,782.7373,-77.681694
0 days 00:00:02.890000,0 days 00:00:02.910000,0.27581027,-14.404053,18.096243,0.011819154,-0.008891349,0.11539498,25.758383,7.2430134,23.271864,3.2563741,33.65571,0.0,0.0,7.4153275,8.649871,23.407782,488.3409,1328.2743,5.274693,1601.8441,740.01996,-23.435293,2682.4023,654.9627,-15.052884
0 days 00:00:02.900000,0 days 00:00:02.920000,0.34591028,-16.03316,18.490904,0.006127834,-0.022342369,0.12771875,27.294882,6.6020255,26.175097,-9.508922,33.74968,0.0,0.0,7.9953275,8.9450655,27.098051,637.2776,1352.7089,-2.7735891,1827.2123,665.884,-19.377829,2918.7537,551.32733,-17.884382
0 days 00:00:02.910000,0 days 00:00:02.930000,0.37898245,-18.01536,20.997528,0.016604317,-0.028481668,0.12653965,29.640457,7.0137544,25.308344,-15.769618,33.819355,0.0055761063,1.3886951,7.871647,8.536901,28.634253,752.1091,1311.687,-11.553922,1918.0099,598.8567,-15.147205,2983.4387,569.5246,-18.741653
0 days 00:00:02.920000,0 days 00:00:02.940000,0.39398026,-19.142374,22.219797,0.02362682,-0.027513536,0.1047771,30.876795,8.429282,26.206808,-17.603743,33.851093,0.008157069,1.2497591,7.6262136,7.9358487,31.765173,813.5291,1299.4344,-17.94732,1970.5104,631.52313,-11.602515,3065.8777,660.44806,-21.791613
0 days 00:00:02.930000,0 days 00:00:02.950000,0.3967198,-19.524494,21.273527,0.02499739,-0.028181098,0.09664559,30.615097,10.789073,27.35559,-18.676844,33.88946,0.010343959,0.9312487,7.0690002,7.4388833,32.101624,803.1556,1189.8771,-19.118643,1981.8663,463.1005,-12.471301,3076.9539,676.2805,-22.745138
0 days 00:00:02.940000,0 days 00:00:02.960000,0.40045226,-19.071291,20.235811,0.011287996,-0.02598313,0.10177806,30.062042,11.805911,26.9512,-18.038109,33.920746,0.01100405,0.51554364,5.512787,6.707573,32.42677,764.67694,1198.5966,-13.535457,1982.502,414.9458,-14.236285,3081.1042,642.32605,-25.111212
0 days 00:00:02.950000,0 days 00:00:02.970000,0.37578973,-19.510414,20.575712,0.01421688,-0.026001574,0.11728569,28.431456,12.923362,24.042284,-17.720686,33.937523,0.009846579,0.287372,4.6777263,6.342632,32.66777,737.96185,1264.9515,-74.20799,1999.0459,405.5448,-77.15833,3065.0706,632.2812,-84.690056
0 days 00:00:02.960000,0 days 00:00:02.980000,0.33702955,-19.885345,20.999487,0.002234374,-0.022014352,0.14991282,28.96913,15.022861,19.924358,-10.516306,0.0,0.0,0.0,0.0,0.0,0.0,702.6115,1317.1537,-134.44402,1984.972,502.75415,-139.51976,3041.8948,603.7483,-143.47858
0 days 00:00:02.970000,0 days 00:00:02.990000,0.28069517,-19.072674,20.677261,-0.004237136,-0.020797307,0.15917425,24.755531,18.898474,12.9661,-1.8216127,0.0,0.0,0.0,0.0,0.0,0.0,695.9438,1414.5996,-201.0,1978.4268,613.1994,-201.0,3086.1165,773.9162,-201.0
0 days 00:00:02.980000,0 days 00:00:03,0.2509293,-18.87793,22.037598,-0.02313493,-0.01740242,0.14280617,18.700396,27.226507,5.5571194,5.541973,0.0,0.0,0.0,0.0,0.0,0.0,578.1983,1351.8239,-201.0,1748.9337,885.2122,-201.0,2782.1208,813.7054,-201.0
0 days 00:00:02.990000,0 days 00:00:03.010000,0.24879296,-18.37989,23.047235,-0.026685826,-0.01570453,0.10796374,10.076121,34.42937,-1.9385233,10.519618,0.0,0.0,0.0,0.0,0.0,0.0,500.5338,1299.5907,-201.0,1631.482,1026.1366,-201.0,2632.9768,1144.8156,-201.0
0 days 00:00:03,0 days 00:00:03.020000,0.26067927,-19.176725,26.3828,-0.027899893,-0.005708248,0.07564532,5.1430817,39.281723,-7.323784,15.597579,0.0,0.0,0.0,0.0,0.0,0.0,416.45523,1200.4873,-201.0,1455.6432,1106.3514,-201.0,2459.5168,1117.5215,-201.0
0 days 00:00:03.010000,0 days 00:00:03.030000,0.2654724,-17.871214,24.970102,-0.021221898,-0.0019335378,0.07913981,2.8333175,40.425404,-10.94517,20.037584,0.0,0.0,0.0,0.0,0.0,0.0,385.3461,1327.7657,-201.0,1474.7386,1096.2291,-201.0,2604.5696,1165.786,-201.0
0 days 00:00:03.020000,0 days 00:00:03.040000,0.26339304,-13.958154,21.07731,-0.00378885,0.0023891954,0.072395094,0.12458801,39.004562,-13.095639,19.736736,0.0,0.0,0.0,0.0,0.0,0.0,577.40753,1427.3602,-201.0,1590.0983,1077.7032,-201.0,2760.7695,861.81744,-201.0
0 days 00:00:03.030000,0 days 00:00:03.050000,0.27300397,-11.773198,17.2774,-0.014282868,-0.0025344256,0.09311061,-2.2243922,38.871197,-10.662234,14.660103,0.0,0.0,0.0,0.0,0.0,0.0,752.3889,1460.5181,-201.0,1808.3663,1121.9458,-201.0,2814.7444,799.2798,-201.0
0 days 00:00:03.040000,0 days 00:00:03.060000,0.28592965,-11.137471,16.782438,-0.021647641,-0.0053293216,0.07471955,-3.3958623,35.8613,-5.3377166,12.084602,0.0,0.0,0.0,0.0,0.0,0.0,904.3691,1361.1066,-201.0,1941.7574,895.5356,-201.0,2911.884,620.02655,-201.0
0 days 00:00:03.050000,0 days 00:00:03.070000,0.29277298,-12.419838,17.541323,-0.029948382,-0.0070939423,0.09134412,-0.19987471,33.341297,1.1355672,12.366047,0.0,0.0,0.0,0.0,0.0,0.0,721.28937,1419.3431,-131.15862,1851.1279,859.616,-139.30293,2857.2302,595.6054,-137.4515
0 days 00:00:03.060000,0 days 00:00:03.080000,0.32825246,-12.324618,16.255,-0.011959675,-0.012263822,0.106539644,6.934872,24.648043,6.8182373,8.729393,34.00499,0.0,0.0,6.212675,5.227235,19.356312,566.6982,1412.8246,-61.09506,1741.2817,760.8616,-78.29646,2871.4219,586.4595,-73.99926
0 days 00:00:03.070000,0 days 00:00:03.090000,0.3786215,-11.556519,14.996085,0.006178411,-0.019989008,0.14339668,12.923184,16.913885,14.100284,2.6782598,33.94502,0.0,0.0,6.3416667,5.1975436,20.119963,413.09705,1455.816,8.440055,1719.2305,768.10297,-18.981,2803.9832,741.7653,-11.679909
0 days 00:00:03.080000,0 days 00:00:03.100000,0.44074598,-11.464062,14.6670065,0.009159376,-0.025912514,0.14043383,18.20622,8.656634,21.476265,-4.198965,33.824097,0.0,0.815724,6.108545,5.0841413,21.60138,395.62744,1329.2455,7.664561,1749.5455,736.9822,-22.475618,2679.287,1559.8322,-13.936817
0 days 00:00:03.090000,0 days 00:00:03.110000,0.43835175,-12.9314,17.43331,0.016282303,-0.028927654,0.11532899,21.681496,7.940333,23.859283,-8.633741,33.761845,0.010191534,0.815724,5.618781,4.9346633,22.485106,497.29306,1321.2352,-62.39899,1845.8617,658.721,-83.48209,2674.3542,1592.4098,-77.38906
0 days 00:00:03.100000,0 days 00:00:03.120000,0.38259837,-14.44044,18.41458,0.009096501,-0.020626903,0.11478937,25.021347,9.137817,18.736294,-7.5057755,0.0,0.0,0.0,0.0,0.0,0.0,513.11993,1276.2877,-131.9341,1765.8217,840.764,-142.79755,2568.236,1517.7386,-139.70842
0 days 00:00:03.110000,0 days 00:00:03.130000,0.30656293,-15.943561,20.359375,0.009852817,-0.017619437,0.105578296,26.817741,11.193637,10.797366,-2.5420225,0.0,0.0,0.0,0.0,0.0,0.0,524.07477,1309.8556,-201.0,1732.086,1003.1755,-201.0,2626.8933,1655.0918,-201.0
0 days 00:00:03.120000,0 days 00:00:03.140000,0.25091255,-17.14872,22.342424,-0.004399006,-0.009051378,0.12141129,27.745855,12.477765,5.9277415,2.5451214,0.0,0.0,0.0,0.0,0.0,0.0,402.96542,1302.3486,-201.0,1490.4194,1180.6709,-201.0,2517.4766,1560.4844,-201.0
0 days 00:00:03.130000,0 days 00:00:03.150000,0.22191794,-17.70395,26.176142,-0.006866897,-0.0056808866,0.09731269,27.584864,12.524671,2.849809,4.916712,0.0,0.0,0.0,0.0,0.0,0.0,411.32877,1289.6576,-201.0,1447.4401,1137.3591,-201.0,2488.7678,1749.5958,-201.0
0 days 00:00:03.140000,0 days 00:00:03.160000,0.19974774,-18.66037,27.752184,-0.020528523,-0.0018836927,0.09616838,27.325579,14.212215,4.165451,6.355255,0.0,0.0,0.0,0.0,0.0,0.0,402.96982,1267.4266,-201.0,1367.4648,1115.5284,-201.0,2401.8357,951.05225,-201.0
0 days 00:00:03.150000,0 days 00:00:03.170000,0.18372844,-18.047482,28.429987,-0.025698543,0.00066246843,0.07324324,26.01181,12.823604,2.774853,10.016797,0.0,0.0,0.0,0.0,0.0,0.0,397.26773,1477.985,-201.0,1359.2065,1265.7438,-201.0,2374.0696,1312.3427,-201.0
0 days 00:00:03.160000,0 days 00:00:03.180000,0.16928495,-17.164618,27.442146,-0.03517381,0.00177659,0.07159469,23.673723,12.055329,2.8541145,11.070134,0.0,0.0,0.0,0.0,0.0,0.0,413.90762,1489.0485,-201.0,1381.7646,1285.6171,-201.0,2432.7683,1314.5087,-201.0
0 days 00:00:03.170000,0 days 00:00:03.190000,0.1688317,-15.982575,29.288923,-0.030895425,0.0042002774,0.07096136,23.80062,10.308843,-1.1956843,11.667659,0.0,0.0,0.0,0.0,0.0,0.0,413.186,1578.8154,-201.0,1352.0947,1266.3136,-201.0,2537.8098,1295.8151,-201.0
0 days 00:00:03.180000,0 days 00:00:03.200000,0.16573678,-13.931499,29.085205,-0.024356239,0.0054815337,0.0669038,22.909445,9.368133,0.56124073,13.770106,0.0,0.0,0.0,0.0,0.0,0.0,602.9916,1401.1874,-201.0,1531.956,1214.4265,-201.0,2733.1902,1282.7317,-201.0
0 days 00:00:03.190000,0 days 00:00:03.210000,0.20019753,-12.181241,25.36725,-0.025176039,0.0065569323,0.062967114,20.706621,7.755999,9.903728,12.592018,0.0,0.0,0.0,0.0,0.0,0.0,768.6218,1317.7618,-201.0,1671.965,1163.0719,-201.0,2818.7761,1244.0543,-201.0
0 days 00:00:03.200000,0 days 00:00:03.220000,0.24542277,-8.9144125,17.959192,-0.0137720825,0.0016268619,0.06925661,14.760171,8.069884,14.7282715,4.4295173,0.0,0.0,0.0,0.0,0.0,0.0,947.1734,1277.8466,-201.0,1890.5477,1101.9674,-201.0,2919.9775,1134.4551,-201.0
0 days 00:00:03.210000,0 days 00:00:03.230000,0.3387072,-7.7965293,11.591056,-0.0033346824,-0.008594356,0.11463251,13.585126,3.961671,15.612747,-5.9704895,0.0,0.0,0.0,0.0,0.0,0.0,768.07086,1281.3627,-132.79372,1820.6324,994.4538,-135.65227,2646.917,1389.3634,-134.9429
0 days 00:00:03.220000,0 days 00:00:03.240000,0.42450675,-8.140224,9.9698715,0.005830277,-0.021687707,0.15435804,19.431477,-0.97508544,8.332826,-9.508653,32.767387,0.0,0.0,2.386985,-2.1174457,7.070453,607.16925,1360.2035,-64.03688,1777.9092,986.41766,-70.376,2428.701,2339.243,-69.66663
0 days 00:00:03.230000,0 days 00:00:03.250000,0.48963252,-8.578014,8.844063,0.00038768732,-0.022761786,0.19226237,26.158455,-9.035299,8.623022,-5.1875787,32.7851,0.0,1.9568193,2.7650297,-2.8950977,7.476846,432.506,1320.5443,2.9419613,1606.9766,1072.4017,-5.688173,2127.7693,2633.5327,-5.451
0 days 00:00:03.240000,0 days 00:00:03.260000,0.50915474,-8.718581,10.590009,-0.0110703185,-0.02177687,0.17741112,30.259245,-10.614544,8.955663,1.133283,32.814957,0.024246536,2.1228383,2.9303055,-4.551264,8.910446,438.5585,1264.0312,-0.1073939,1564.9432,1031.2935,-7.15361,2223.9636,2139.9412,-9.933955
0 days 00:00:03.250000,0 days 00:00:03.270000,0.4856185,-8.989849,13.222867,-0.008699632,-0.019681854,0.16954122,30.66272,-12.327316,4.325157,1.5520753,32.839127,0.024246536,2.0162146,2.9565902,-5.4527225,9.518984,433.52884,1226.6904,-68.864235,1489.8843,1083.5402,-72.42988,2326.5842,1269.9757,-75.21023
0 days 00:00:03.260000,0 days 00:00:03.280000,0.4394537,-11.304665,18.564188,-0.015451591,-0.019261973,0.17105043,33.55879,-8.732692,-1.720369,4.658377,0.0,0.0,0.0,0.0,0.0,0.0,448.89413,1149.0692,-135.84308,1470.0629,1044.6849,-137.11772,2385.3904,1097.0547,-139.42586
0 days 00:00:03.270000,0 days 00:00:03.290000,0.3711656,-12.040646,21.165977,-0.016525349,-0.014976394,0.1620174,34.35548,-6.3581657,-6.8751717,7.6874523,0.0,0.0,0.0,0.0,0.0,0.0,457.23618,1203.3527,-201.0,1444.6244,1148.4828,-201.0,2352.477,1162.3075,-201.0
0 days 00:00:03.280000,0 days 00:00:03.300000,0.31204662,-11.759834,22.061935,-0.027667454,-0.0008787364,0.13917522,33.700657,-1.3569565,-3.3764048,17.192774,0.0,0.0,0.0,0.0,0.0,0.0,696.8813,1174.5538,-201.0,1688.8834,1274.8436,-201.0,2650.7705,1134.7223,-201.0
0 days 00:00:03.290000,0 days 00:00:03.310000,0.29111204,-11.736983,22.311462,-0.027380908,0.0029952966,0.11885059,33.46436,1.1133693,0.25279164,21.755545,0.0,0.0,0.0,0.0,0.0,0.0,655.01154,1278.8462,-201.0,1637.1036,1226.3031,-201.0,2629.4387,1081.6669,-201.0
0 days 00:00:03.300000,0 days 00:00:03.320000,0.29394838,-10.939571,21.701813,-0.019947374,0.010879457,0.11847731,34.193604,2.669471,2.827255,23.45652,0.0,0.0,0.0,0.0,0.0,0.0,897.572,1175.3203,-201.0,1991.445,1337.2184,-201.0,3026.7957,1117.4377,-201.0
0 days 00:00:03.310000,0 days 00:00:03.330000,0.30161628,-10.994828,22.365685,-0.006254131,0.005641155,0.11512459,35.331173,3.0573146,1.5580477,20.80203,0.0,0.0,0.0,0.0,0.0,0.0,910.8203,1154.4408,-201.0,2012.4706,1198.5308,-201.0,3046.4607,1016.1241,-201.0
0 days 00:00:03.320000,0 days 00:00:03.340000,0.3397449,-9.310463,22.01579,0.004126959,0.0030933411,0.10995942,35.591206,-1.3852726,0.24228756,18.177729,0.0,0.0,0.0,0.0,0.0,0.0,927.43,1093.1943,-201.0,2025.6061,1180.2664,-201.0,3063.5244,1025.8639,-201.0
0 days 00:00:03.330000,0 days 00:00:03.350000,0.3884057,-7.599419,20.229446,0.0034054779,-0.0072227805,0.12818213,34.772198,-8.220627,-1.0337812,16.471395,0.0,0.0,0.0,0.0,0.0,0.0,679.08514,1151.6615,-201.0,1665.6776,1002.1106,-201.0,2657.8616,900.08514,-201.0
0 days 00:00:03.340000,0 days 00:00:03.360000,0.430537,-4.62559,15.472455,0.004206301,-0.00999157,0.13896357,33.404842,-15.011108,0.2376918,15.58271,0.0,0.0,0.0,0.0,0.0,0.0,421.35458,1198.5841,-201.0,1376.2946,982.61426,-201.0,2313.4268,940.0622,-201.0
0 days 00:00:03.350000,0 days 00:00:03.370000,0.402135,-3.461911,13.348958,0.006690347,-0.012169828,0.14001673,31.007196,-15.846229,-1.4827868,13.800288,0.0,0.0,0.0,0.0,0.0,0.0,425.4764,1163.2946,-201.0,1394.4806,977.2774,-201.0,2279.6301,945.33527,-201.0
0 days 00:00:03.360000,0 days 00:00:03.380000,0.33117163,-6.685257,16.035975,-0.0026981644,-0.012578763,0.13115835,30.221823,-9.2571125,-0.9706724,16.018919,0.0,0.0,0.0,0.0,0.0,0.0,422.72916,1194.3483,-201.0,1403.981,979.033,-201.0,2307.7507,1061.6873,-201.0
0 days 00:00:03.370000,0 days 00:00:03.390000,0.25653574,-10.051829,20.268074,-0.007004369,-0.014976692,0.12677799,29.134554,-2.5671878,-2.28689,14.932605,0.0,0.0,0.0,0.0,0.0,0.0,418.50552,1139.5865,-201.0,1412.7279,888.5139,-201.0,2330.3499,984.4665,-201.0
0 days 00:00:03.380000,0 days 00:00:03.400000,0.20616059,-14.09309,24.380102,-0.025076183,-0.010354805,0.109280966,28.198456,3.860873,0.6676338,16.35462,0.0,0.0,0.0,0.0,0.0,0.0,421.82254,1237.0154,-201.0,1397.9482,1019.215,-201.0,2320.3127,1059.0679,-201.0
0 days 00:00:03.390000,0 days 00:00:03.410000,0.20958112,-9.608816,21.897148,-0.022376565,0.0011039041,0.09259204,25.47825,-1.0070747,2.1573386,20.060549,0.0,0.0,0.0,0.0,0.0,0.0,569.3433,1166.4675,-201.0,1496.8317,1058.8514,-201.0,2474.0457,952.0881,-201.0
0 days 00:00:03.400000,0 days 00:00:03.420000,0.21317513,-7.306111,22.715714,-0.0278767,0.0081641115,0.0795922,24.775991,-2.4091282,2.1430616,25.441088,0.0,0.0,0.0,0.0,0.0,0.0,543.1923,1479.2445,-201.0,1482.8159,1198.682,-201.0,2549.4324,1175.1455,-201.0
0 days 00:00:03.410000,0 days 00:00:03.430000,0.21782231,-4.9524693,23.121979,-0.027238319,0.0045771925,0.08351412,24.57897,-4.0833983,0.64239466,28.189035,0.0,0.0,0.0,0.0,0.0,0.0,560.21027,1480.2223,-201.0,1534.6788,1062.6732,-201.0,2767.8997,1071.244,-201.0
0 days 00:00:03.420000,0 days 00:00:03.440000,0.28588888,-4.152225,21.17087,-0.009911167,-0.006144598,0.12486421,26.556213,-5.5060315,-2.8091867,22.150423,0.0,0.0,0.0,0.0,0.0,0.0,659.0765,1499.5155,-201.0,1644.2533,1055.7684,-201.0,2923.219,1156.7548,-201.0
0 days 00:00:03.430000,0 days 00:00:03.450000,0.40417847,-1.6811371,16.7757,0.008999807,-0.013166367,0.16016483,29.768562,-12.524709,-6.5861244,17.738482,0.0,0.0,0.0,0.0,0.0,0.0,659.88324,1280.088,-201.0,1615.8685,1001.16766,-201.0,2760.7395,922.40533,-201.0
